품명부호,품목식별지침부호,품명(한글),품명(영문),품명정의(한글),품명정의(영문)
2768,A600A0,"철도차량,환자수송용","RAILWAY CAR,AMBULANCE UNIT","입원한 군인들을 치료 및 수송할 목적으로, 또 환자를 간호하도록 위임받은 자들을 위해 특수하게 장비된 철도차량인데 수술실설비는 포함하지 않는다. 참조:RAILWAY CAR,WARD,AMBULANCE TRAIN","A railway car specially equipped for the care and/or transportation of hospitalized military personnel and those entrusted with their care. Does not include operating room facilities. See also RAILWAY CAR, WARD, AMBULANCE TRAIN."
2769,T229-A,"철도 차량,병동용,환자수송열차용","RAILWAY CAR,WARD,AMBULANCE TRAIN","환자와 부상자의 수송목적으로 설계되고 장비된 철도차량으로서 중요한 의료수술이나 의사,간호원 및 간호병용 병영은 없는 환자수송열차의 일부이다. 참조:""RAILWAY CAR,AMBULANCE UNIT"", ""RAILWAY CAR,MEDICAL PERSONNEL,AMBULANCE TRAIN""","A railway car designed and equipped for the transportation of sick and wounded personnel. It has no facilities for major medical operations, or for doctors', nurses', and orderlies quarters. It is part of an ambulance train. See also RAILWAY CAR, AMBULANCE UNIT and RAILWAY CAR, MEDICAL PERSONNEL, AMBULANCE TRAIN."
2770,A600A0,"철도차량,개저식 화차형","RAILWAY CAR,HOPPER","지붕이 없는 철도 화물차량으로 여러 개의 문을 통하여 중력으로 전체화물을 양륙하도록 한개 이상의 호퍼에 끝과 측면에서부터 경사진 마루바닥이 달린 개구식 화물차량으로써 자동세척형이다. 참조:RAILWAY CAR,HOPPER,COVERED","An open-top railway freight car with the floor sloping from the ends and sides to one or more hoppers, which will discharge its entire load by gravity through the hopper doors. It may be of the self-clearing type. See also RAILWAY CAR, HOPPER, COVERED."
2773,T229-C,"철도차량,대형 무개화차형","RAILWAY CAR,GONDOLA",뚜껑이 없고 옆면과 바닥을 가진 철도화물 운송차량으로써 마루와 바닥이 수평이거나 거의 수평이며 견고한 바닥문이 있으며  부피가 큰 화물운송 철도차량이다.,A railway freight car with sides and ends but without a top covering. The floor or bottom is level or approximately so and may be solid or provided with bottom doors. Used for transportation of freight in bulk.
2774,A600A0,"철도차량,취사장 설치형","RAILWAY CAR,KITCHEN",식당설비는 되어있지 않지만 식사준비를 위해 취사장이 달린 철도차량이다.,A railway car fitted with a kitchen for preparing meals but without dining facilities.
2775,A600A0,"철도차량,취사-식당용,환자수송열차용","RAILWAY CAR,KITCHEN-DINING,AMBULANCE TRAIN","음식물의 조리,제공 및 저장을 위해 설계되고 장비된 철도차량으로써 환자 수송열차의 일부분이다.","A railway car designed and equipped for preparation, serving and storing of food. It is part of an ambulance train."
2776,T229-A,"철도 차량,트레일러형","RAILWAY CAR,TRAILER","정비전동차 또는 정비전동차가 이끄는 열차에 연결되는 중량 또는 부피가 큰 선로자재,도구 및 작업부들을 운송하는데 사용되는 4륜철도 작업차량이다.","A four-wheeled railway work car used to transport heavy or bulky track materials, tools and/or personnel by coupling to a maintenance motor car or to a train pulled by a maintenance motor car."
2777,T229-C,"철도 전동차,정비용","RAILWAY MOTOR CAR,MAINTENANCE","수리나 점검용 목적으로 작업지점에 인부와 두구들을 운송하기 위해 보선반에 의해 사용되는 소형,경량의 4륜철도 전동차이다.  참조:RAUILWAY CAR,TRAILER","A small, light, four-wheeled railway motor car used by ""Maintenance of Way Department"" for transfer of men and tools to location of job either for repairs or inspection. See also RAILWAY CAR, TRAILER."
2778,T358-P,"핸드백,여자용","HANDBAG,WOMAN'S","육체적 성숙 년령을 막 지난 여성들의 손이나 팔에 들고 다니는 부드럽거나 단단한 용기로서 돈,화장품 또는모 든 다른 작은 개 인의 물건 및 악세사리들을 넣고 다니는데 사용된다.","A soft or rigid container carried in the hand or on the arm of females past the age of physical maturity. It is used to hold money, cosmetics, and all other small personal articles and accessories."
2782,A23900,"깔개,책상,압지용","PAD,DESK,BLOTTER",책상 압지를 고정하기 위한 모서리나 옆 패널이 부착된 장치이다.,A device with corners or side panels for holding a desk blotter.
2784,T391-D,"결재함,책상용","TRAY,DESK",법정 양식이나 편지 크기만한 서류를 올려 놓을 수 있도록 책상이나 테이블 위에 설치된 것으로 단층 또는 여러개의 층으로 되어 있다.,"An item designed to be used on the top of a desk, table or the like primarily for legal or letter size matter. The item may be a single unit or tiered two or more units."
2785,T302-A,"통,휴지용","BASKET,WASTEPAPER",,
2786,A23900,"받침대,달력 패드용","STAND,CALENDAR PAD",,
2787,A23900,"지우개,강철재","ERASER,STEEL","고정식 화살촉 같은 날을 가진 손잡이 달린 품목이며,트레이싱 천이나 종이에 잉크선을 긁어 내는데 쓰인다.","An item with a handle having a fixed arrowhead shaped blade or a fixed knifelike blade having a half arrowhead, designed for scraping out ink lines on tracing cloth or paper."
2789,A23900,"실드,지움용","SHIELD,ERASING",,
2790,A23900,"오프너,편지용,수동식","OPENER,LETTER,HAND",,
2791,A23900,"지지세트,적재,책상결재함용","SUPPORT SET,STACKING,DESK TRAY",,
2792,T391-C,"고정기,바인더 꼬리표용","HOLDER,BINDER LABEL",,
2793,T391-C,"고정기,책상결재함 레이블용","HOLDER,DESK TRAY LABEL",,
2794,T122-G,"패널,배전용","PANEL,POWER DISTRIBUTION","전등,전동기,전자장비 등과 같은 특수한 전기장치의 직접제어하고 배전선을 보호하며 결선 또는 분리시키는 패널이다.  참조:""FUSE BOX"", ""SWITCH BOX"", ""DISTRIBUTION BOX"", ""PANEL,POWER BUS,CIRCUIT BREAKER""","A panel designed for connecting, disconnecting and protecting power line feeders and/or direct control of specific electric devices such as lights, motors, electronic equipment, and the like. See also FUSE BOX; SWITCH BOX; DISTRIBUTION BOX; and PANEL,POWER BUS,CURCUIT BREAKER."
2795,T122-G,"배전반,전력용","SWITCHBOARD,POWER",전력의 선택과 배전을 제어하는 관련 체제 와 장치가 달린 배전반이다.,A switchboard with associated framework and/or inclosures which controls the selection and/or distribution of electric power.
2796,A33500,"분류기,계기식,다중범위용","SHUNT,INSTRUMENT,MULTIRANGE",일련의 고정 정밀 저항기 또는 금속봉으로서 내장된 스위칭 장치에 의해 일정 수의 특정 저항값이 기본 직류계기와 병렬로 연결되어 계기자체의 작동범위를 초과하는 전류값을 측정하기 위한 장치이다.  ,"A series of fixed precision resistors or bars of metal so positioned that, by means of an integral switching mechanism, any of a number of specific values of resistance can be placed in parallel with a basic direct current instrument to permit determination of current values exceeding the actual range of the instrument itself."
2797,T263-G,"분류기,동조식","SHUNT,TUNING","회로를 분로하기 위해 설계된 품목으로서 관련된 회로나 분로시킨 회로의 동조, 조정 및 조절시 연관된 회로와의 간섭을 방지한다.  ","An item designed to shunt a circuit to prevent its interaction with a related circuit during the tuning, alignment or adjustment of any associated circuit or the circuit that is shunted."
2798,A23900,"받침,스폰지제","CUP,SPONGE",,
2800,A23900,잉크스탠드,INKSTAND,펜을 찍어서 쓰는 잉크를 담기 위한 단일용기. 이것은 펜꽂이에 펜을 담기 위해서 제 작된 것이 아니다. 분리 가능한 밑판은 없 다. 참조: INKSTAND SET,A single receptacle for holding ink into which a pen may be dipped. It is not designed for retaining pen in well. It does not have a separable base. See also INKSTAND SET.
2802,T172-G,저항소자,RESISTANCE ELEMENT,"저항유니트를 형성하기 위해 단독 사용되거나 집단으로 조립되어 설계된 그리드,리본,철사 형태의 전기적 저항물질인 품목으로써 저항기(서술된 품목),가감저항기 또는 유사품목의 유지부품이다. 전열선(가열소자)으로 사용되는 품목은 포함하지만,저항과 저항공차에 의해 정격된다. 제외:ABSORBER,RADIO FREQUENCY RADIATION, HEATER,THERMAL RELEASE, HEATING ELEMENT,ELECTRICAL(서술된 품목), RESISTOR(서술된 품목)","An item of electrically resistive material in the form of a grid, ribbon, or wire designed to be used singly or built into groups to form a resistance unit. It is usually a maintenance part for a RESISTOR (as modified), a RHEOSTAT, or similar item. Includes items which can be used as ""heaters"" (heating elements) but which are rated in terms of resistance and resistance tolerance. Excludes:ABSORBER, RADIO FREQUENCY RADIATION; HEATER, THERMAL RELEASE; HEATING ELEMENT, ELECTRICAL (as modified); and RESISTOR (as modified)."
2803,A23900,속기 타자기,SHORTHAND WRITING MACHINE,속기 기호를 쓰기위한 자판 기구이다.,A keyboard instrument for writing stenographic symbols.
2812,T23700,"덮개,타자기용","COVER,TYPEWRITER",,
2813,T174-A,전자석,ELECTROMAGNET,"가요성,성층식 또는 압축식 분말 철심을 감은 것으로써, 전류가 통하면 강력한 자계력을 생성하며 전류가 단속되었을 때,자계는  거의 완전히 방사한다.","A winding with a soft, laminated, or pressed powdered iron core, which generates an extremely strong field of magnetic force when current is passed through the winding. The field dissipates almost completely when the current is interrupted. For electric magnets used for lifting, see MAGNET, LIFTING, ELECTRIC."
2814,A10300,타자기,TYPEWRITER,"손으로 키보드를 때림으로서 인쇄기와 비슷한 글자나 숫자,부호를 찍어내는데 사용되 는 전동 및 수동식 기구이며,키를 때리면  활자가 커본 테이프나 리봉에 닿아 글자를 치게 된다.","An electrically or manually operated writing machine having a hand actuated keyboard, designed to reproduce letter(s), number(s), and/or symbol(s) similar to those produced by printer's type. When the keys are actuated, the type is pressed against an inked ribbon or carbon tape, making the impression."
2818,A600A0,"실드,먼지용,궤도유동롤러용","SHIELD,DUST,TRACK IDLER ROLLER","궤도부설차량의 궤도 유동롤러를 보호하는 덮개로 설계된 품목이며 목적은 롤러,축 및 베어링의 대접면에 오물,먼지,기타 이물질이 묻는 것을 방지하는 것이다.","An item designed as a protective covering for the track idler roller of a track-laying vehicle. Its purpose is to keep dirt, dust and other foreign substances from contacting the bearing surface of the roller, shaft and bearing."
